Aircraft Type,"Fuel Consumption, SAR (kg/km/seat)",Master Emission Calculator (kg/km/seat),Travel Cost by Airplane (AUD),Empty Weight (kg) (normalized),Maximum Takeoff Weight (kg) (normalized),Maximum Landing Weight (kg) (normalized),Cargo Capacity (kg) (normalized),Cargo Capacity (cu ft)
Airbus A320,0.01834,0.02174,7.7945,374.6576084,1656.456061,1470.158453,28.91512413,6.368970073
Airbus A320,0.01834,0.02174,7.7945,255.4558503,1047.398281,616.0988338,124.769802,27.48233524
Airbus A320,0.01834,0.02174,7.7945,66.51588208,113.1786718,101.7023557,87.74463411,19.32701192
Airbus A320,0.01834,0.02174,7.7945,281.4496922,940.9702617,896.0488328,151.6825737,33.41025852
Airbus A320,0.01834,0.02174,7.7945,1503.599902,5840.962279,3901.892001,213.7685363,47.08558068
Airbus A320,0.01834,0.02174,7.7945,391.909504,1448.50764,597.4329761,155.5624918,34.26486604
Airbus A320,0.01834,0.02174,7.7945,173.2233443,629.8463054,361.6234033,198.3111886,43.68087855
Airbus A320,0.01834,0.02174,7.7945,216.2770556,319.3383586,268.6681201,233.9702335,51.53529372
Airbus A320,0.01834,0.02174,7.7945,530.5582435,1825.798526,1259.217463,13.9540245,3.073573678
Airbus A320,0.01834,0.02174,7.7945,1839.851461,2393.150954,2264.278702,753.1312772,165.8879465
Airbus A320,0.01834,0.02174,7.7945,169.595653,830.8867982,339.5677554,189.1226952,41.65698132
Airbus A320,0.01834,0.02174,7.7945,125.2795431,256.3983655,222.0038799,64.53253,14.21421366
Airbus A320,0.01834,0.02174,7.7945,134.2730865,303.0787673,217.9209972,178.8088349,39.38520593
Airbus A320,0.01834,0.02174,7.7945,451.8367715,1417.305017,659.4791417,144.1445402,31.74989872
Airbus A320,0.01834,0.02174,7.7945,563.6482831,1253.761731,763.4830185,241.3812741,53.16768152
Airbus A320,0.01834,0.02174,7.7945,508.5222651,2454.366213,528.0086461,205.7785822,45.3256789
Airbus A320,0.01834,0.02174,7.7945,647.7065566,2041.68427,1111.092312,118.6028289,26.12397112
Airbus A320,0.01834,0.02174,7.7945,323.9694278,645.6504755,645.5213195,53.3961266,11.76126137
Airbus A320,0.01834,0.02174,7.7945,377.373115,1609.28987,1118.159881,196.3283581,43.24413174
Airbus A320,0.01834,0.02174,7.7945,840.1775277,3394.039527,3136.059609,368.6550999,81.20156385
Airbus A320,0.01834,0.02174,7.7945,120.9999514,254.1250344,121.5829934,42.79306838,9.425785987
Airbus A320,0.01834,0.02174,7.7945,335.8255468,740.5080831,567.3693092,101.6956648,22.39992617
Airbus A320,0.01834,0.02174,7.7945,391.5073162,1916.697057,434.9909855,33.4877938,7.376166035
Airbus A320,0.01834,0.02174,7.7945,5044.711807,19795.51342,6632.519037,169.5260039,37.34052949
Airbus A320,0.01834,0.02174,7.7945,272.8730913,284.2077492,273.5143377,304.8681661,67.15157844
Airbus A320,0.01834,0.02174,7.7945,701.3617403,1322.159225,1077.43914,233.4948411,51.43058174
Airbus A320,0.01834,0.02174,7.7945,557.4005795,1606.439649,900.34844,83.76328637,18.45006308
Airbus A320,0.01834,0.02174,7.7945,1700.762045,1886.321723,1837.150917,17.79774859,3.920208941
Airbus A320,0.01834,0.02174,7.7945,615.3475407,1274.172359,879.0602383,60.72380823,13.37528816
Airbus A320,0.01834,0.02174,7.7945,3255.475458,12600.84276,3799.636802,842.6875373,185.613995
Airbus A320,0.01834,0.02174,7.7945,160.4093842,545.3999105,319.7108752,129.6723639,28.56219469
Airbus A320,0.01834,0.02174,7.7945,170.0762245,671.6559695,239.4817533,314.9957244,69.38231815
Airbus A320,0.01834,0.02174,7.7945,56.16502322,140.158528,93.74503971,183.9108915,40.50900694
Airbus A320,0.01834,0.02174,7.7945,2710.768176,3185.047288,2909.237374,472.0724631,103.9807187
Airbus A320,0.01834,0.02174,7.7945,323.0266223,488.1444199,336.4499901,81.70307056,17.99627105
Airbus A320,0.01834,0.02174,7.7945,1035.194634,1947.053335,1672.060702,424.5985945,93.52391949
Airbus A320,0.01834,0.02174,7.7945,25.53490862,94.6192396,31.56121528,175.5289047,38.66275434
Airbus A320,0.01834,0.02174,7.7945,355.9589827,1242.170801,595.0703083,185.9028114,40.94775581
Airbus A320,0.01834,0.02174,7.7945,333.4037232,711.1813058,627.6990514,291.2678789,64.15592046
Airbus A320,0.01834,0.02174,7.7945,276.7364079,1056.31473,926.4246185,33.93558919,7.474799381
Airbus A320,0.01834,0.02174,7.7945,234.7088956,252.2091116,238.5201316,1298.510601,286.0155509
Airbus A320,0.01834,0.02174,7.7945,425.3273062,2014.072615,1797.622207,365.1078287,80.42022659
Airbus A320,0.01834,0.02174,7.7945,551.1044762,593.3307843,559.4708083,560.1429898,123.3795132
Airbus A320,0.01834,0.02174,7.7945,507.6906721,2139.874347,2118.915251,135.2297039,29.78627839
Airbus A320,0.01834,0.02174,7.7945,509.2443374,1233.225744,528.5111562,230.6753286,50.80954374
Airbus A320,0.01834,0.02174,7.7945,1992.397348,4645.323554,3620.748091,792.9377656,174.6558955
Airbus A320,0.01834,0.02174,7.7945,482.3891589,1282.502957,923.5240384,195.2787856,43.01294837
Airbus A320,0.01834,0.02174,7.7945,515.9554987,2103.453785,761.178897,323.6500697,71.28856161
Airbus A320,0.01834,0.02174,7.7945,1882.14152,4195.776749,3744.597904,345.2523239,76.04676738
Airbus A320,0.01834,0.02174,7.7945,821.5495736,2640.29952,1836.277399,265.8105506,58.54857943
Airbus A320,0.01834,0.02174,7.7945,276.520171,1220.662807,409.6766337,31.86597714,7.018937696
Airbus A320,0.01834,0.02174,7.7945,176.5548817,595.3800492,427.4512721,108.7849681,23.96144672
Airbus A320,0.01834,0.02174,7.7945,294.7464204,512.0136272,457.8239239,115.5131939,25.44343478
Airbus A320,0.01834,0.02174,7.7945,378.7706549,1316.580125,779.3637672,183.9089531,40.50857998
Airbus A320,0.01834,0.02174,7.7945,306.7554455,1082.87914,418.9049117,78.74630468,17.34500103
Airbus A320,0.01834,0.02174,7.7945,572.2433475,1409.789867,1000.277845,197.3286743,43.4644657
Airbus A320,0.01834,0.02174,7.7945,1083.844909,2911.674518,2895.294654,140.2268107,30.88696271
Airbus A320,0.01834,0.02174,7.7945,1012.238408,2092.382955,1462.571051,368.4694676,81.16067568
Airbus A320,0.01834,0.02174,7.7945,684.5340568,3141.068604,2265.60776,222.1901544,48.94056264
Airbus A320,0.01834,0.02174,7.7945,251.5885244,528.8201328,377.503995,146.9438095,32.36647786
Airbus A320,0.01834,0.02174,7.7945,512.5253499,2527.242657,818.4294354,117.2354381,25.82278372
Airbus A320,0.01834,0.02174,7.7945,1326.590844,4933.650823,3830.690989,1163.999738,256.3876075
Airbus A320,0.01834,0.02174,7.7945,3927.759866,6792.15186,5739.637899,375.3508921,82.67640795
Airbus A320,0.01834,0.02174,7.7945,678.4015091,3205.492457,3075.282813,457.7006777,100.8151272
Airbus A320,0.01834,0.02174,7.7945,279.8509669,1267.218172,677.4324979,77.74114589,17.12360042
Airbus A320,0.01834,0.02174,7.7945,657.9437142,2120.079772,2082.929599,236.0268943,51.98830271
Airbus A320,0.01834,0.02174,7.7945,239.6320034,593.6715816,570.0009114,77.65681661,17.10502569
Airbus A320,0.01834,0.02174,7.7945,564.329223,2365.439397,683.8741657,104.0269868,22.91343322
Airbus A320,0.01834,0.02174,7.7945,919.1548596,1935.722204,1504.185543,47.87168794,10.54442466
Airbus A320,0.01834,0.02174,7.7945,633.0847294,1164.269162,862.3667456,291.6327927,64.23629795
Airbus A320,0.01834,0.02174,7.7945,1516.347192,2205.588518,1732.224761,240.209488,52.90957885
Airbus A320,0.01834,0.02174,7.7945,155.986827,182.6313142,157.4632388,27.60774235,6.081000518
Airbus A320,0.01834,0.02174,7.7945,663.8659356,1887.30931,1659.061665,61.06265943,13.44992498
Airbus A320,0.01834,0.02174,7.7945,118.9173237,240.7288456,237.3444275,486.365535,107.1289725
Airbus A320,0.01834,0.02174,7.7945,97.17871009,185.6731387,119.3509933,221.3014382,48.74481018
Airbus A320,0.01834,0.02174,7.7945,570.8568784,1727.871953,1396.24562,215.9970458,47.57644181
Airbus A320,0.01834,0.02174,7.7945,358.9049205,954.1841979,592.2113632,57.78361634,12.7276688
Airbus A320,0.01834,0.02174,7.7945,395.3511805,647.6184066,451.8497566,344.2111668,75.81743762
Airbus A320,0.01834,0.02174,7.7945,238.3865923,759.3902,403.0454852,179.2526869,39.48297068
Airbus A320,0.01834,0.02174,7.7945,587.9412959,1020.448095,736.6515754,11.40821752,2.512823242
Airbus A320,0.01834,0.02174,7.7945,1049.15466,1598.353068,1575.424403,177.7635468,39.15496626
Airbus A320,0.01834,0.02174,7.7945,580.7300055,2276.750719,1115.512948,203.7665838,44.88250744
Airbus A320,0.01834,0.02174,7.7945,165.7922783,368.1752462,296.8242026,52.55758498,11.57656057
Airbus A320,0.01834,0.02174,7.7945,788.0929847,3457.92008,793.8778291,87.81509613,19.34253219
Airbus A320,0.01834,0.02174,7.7945,348.7853706,445.6787698,385.3955427,193.4036297,42.59991844
Airbus A320,0.01834,0.02174,7.7945,600.1958383,1072.899432,891.7590101,41.1502787,9.06393804
Airbus A320,0.01834,0.02174,7.7945,1534.64347,2258.267546,1587.115241,6.722799656,1.480792876
Airbus A320,0.01834,0.02174,7.7945,89.69587535,274.5924797,153.8761067,230.1422806,50.69213229
Airbus A320,0.01834,0.02174,7.7945,334.1342757,469.8764785,396.5846687,81.65041401,17.98467269
Airbus A320,0.01834,0.02174,7.7945,591.7837022,1118.888085,751.9055262,384.5529434,84.7032915
Airbus A320,0.01834,0.02174,7.7945,911.6332139,2772.338554,1831.312059,595.8870207,131.2526477
Airbus A320,0.01834,0.02174,7.7945,739.9827418,2301.774753,1051.19352,129.8511347,28.60157152
Airbus A320,0.01834,0.02174,7.7945,764.9468486,2186.033879,1844.588108,261.8752301,57.68176874
Airbus A320,0.01834,0.02174,7.7945,866.1822894,1048.419474,940.5112258,371.0718015,81.73387698
Airbus A320,0.01834,0.02174,7.7945,577.2853637,2530.674943,1592.961222,194.3502708,42.80842969
Airbus A320,0.01834,0.02174,7.7945,472.9670391,587.5912562,512.8160049,336.7367739,74.17109557
Airbus A320,0.01834,0.02174,7.7945,1582.755893,5483.839896,5382.50092,98.38402878,21.67049092
Airbus A320,0.01834,0.02174,7.7945,655.7963306,2321.942435,902.8992839,123.5929601,27.22311896
Airbus A320,0.01834,0.02174,7.7945,777.5837012,1232.865581,1006.399711,189.3854017,41.71484619
Airbus A320,0.01834,0.02174,7.7945,2429.296112,9581.652818,8758.75347,692.5029327,152.5336856
Airbus A320,0.01834,0.02174,7.7945,573.9951162,845.0597692,693.3201571,172.2064704,37.93094062
Airbus A320,0.01834,0.02174,7.7945,154.0167254,364.5131246,174.594127,252.8085546,55.68470366
Airbus A320,0.01834,0.02174,7.7945,598.4286154,2056.144405,1956.978897,257.9509828,56.81739709
Airbus A320,0.01834,0.02174,7.7945,602.5311311,1080.804433,749.3861389,67.4209643,14.85043267
Airbus A320,0.01834,0.02174,7.7945,1092.235123,4765.359716,2060.741215,493.6249624,108.7279653
Airbus A320,0.01834,0.02174,7.7945,617.9259304,968.7341795,923.0163463,111.5269261,24.56540222
Airbus A320,0.01834,0.02174,7.7945,201.3293563,890.5207468,463.9481831,126.3194748,27.82367286
Airbus A320,0.01834,0.02174,7.7945,1104.029831,1601.606092,1444.080216,344.984969,75.98787863
Airbus A320,0.01834,0.02174,7.7945,610.6405544,935.5165188,836.0940977,156.4835935,34.46775187
Airbus A320,0.01834,0.02174,7.7945,232.3517321,294.3355179,281.7083559,216.9039271,47.7761954
Airbus A320,0.01834,0.02174,7.7945,880.1519581,2933.37912,2682.611565,206.3587641,45.45347227
Airbus A320,0.01834,0.02174,7.7945,45.64854645,95.27936378,47.43798017,32.86944779,7.239966474
Airbus A320,0.01834,0.02174,7.7945,1565.630879,2550.403733,2342.069201,15.55551587,3.426325081
Airbus A320,0.01834,0.02174,7.7945,879.1664582,2760.231076,2034.706224,497.1006868,109.4935433
Airbus A320,0.01834,0.02174,7.7945,529.7125815,1788.277736,1221.075491,100.1485481,22.05915156
Airbus A320,0.01834,0.02174,7.7945,591.4370157,722.2682549,614.8646283,176.1063777,38.78995104
Airbus A320,0.01834,0.02174,7.7945,868.3372819,1475.663255,1097.561343,189.9597756,41.84136026
Airbus A320,0.01834,0.02174,7.7945,46.92488749,215.6873735,115.1570767,13.59166781,2.99375943
Airbus A320,0.01834,0.02174,7.7945,1736.879082,2028.272795,1946.888736,121.0153625,26.65536619
Airbus A320,0.01834,0.02174,7.7945,81.08921637,203.2246553,186.7028647,93.78488941,20.65746463
Airbus A320,0.01834,0.02174,7.7945,703.7276348,2934.780255,937.4333237,340.1965434,74.93315934
Airbus A320,0.01834,0.02174,7.7945,398.9735214,1174.100279,748.3939088,69.2084652,15.24415533
Airbus A320,0.01834,0.02174,7.7945,248.4170586,816.6734897,360.2740182,155.3186374,34.21115361
Airbus A320,0.01834,0.02174,7.7945,35.51349724,79.36130165,62.82486662,69.48819585,15.30577001
Airbus A320,0.01834,0.02174,7.7945,74.83373399,345.805229,313.5033965,125.5694278,27.65846427
Airbus A320,0.01834,0.02174,7.7945,555.1231222,690.7342394,679.4288307,481.1576067,105.9818517
Airbus A320,0.01834,0.02174,7.7945,2577.856345,6773.500317,6323.756504,234.3783275,51.62518227
Airbus A320,0.01834,0.02174,7.7945,343.1857539,752.6264943,365.3640504,279.3768463,61.53675029
Airbus A320,0.01834,0.02174,7.7945,118.6549556,163.8059084,126.9767225,341.587816,75.23960705
Airbus A320,0.01834,0.02174,7.7945,419.3284266,422.1515071,419.7697472,2.871562103,0.632502666
Airbus A320,0.01834,0.02174,7.7945,586.1430011,2555.273202,2339.739064,200.5383325,44.17143888
Airbus A320,0.01834,0.02174,7.7945,113.9272724,239.7615628,160.4812855,186.6811165,41.11918866
Airbus A320,0.01834,0.02174,7.7945,40.07792295,68.36352479,61.55547855,188.7661438,41.57844577
Airbus A320,0.01834,0.02174,7.7945,1075.422878,2250.779259,2202.854562,278.2763843,61.29435778
Airbus A320,0.01834,0.02174,7.7945,367.3027157,1721.800969,1153.523361,81.7332221,18.00291236
Airbus A320,0.01834,0.02174,7.7945,785.7004101,1695.623293,1671.242952,367.7228406,80.9962204
Airbus A320,0.01834,0.02174,7.7945,394.8127223,1017.650131,572.6384609,628.4831391,138.4324095
Airbus A320,0.01834,0.02174,7.7945,1760.468593,4843.684361,3522.271305,198.674628,43.76093128
Airbus A320,0.01834,0.02174,7.7945,127.3256176,542.6524492,321.5010091,188.4024581,41.49833879
Airbus A320,0.01834,0.02174,7.7945,130.4951241,387.9797899,280.31464,208.0269351,45.82091081
Airbus A320,0.01834,0.02174,7.7945,492.7891102,1670.515593,988.97995,209.6157262,46.1708648
Airbus A320,0.01834,0.02174,7.7945,526.034846,574.1479453,530.1951752,42.04870007,9.261828209
Airbus A320,0.01834,0.02174,7.7945,1048.315188,3467.720428,2418.015711,375.8059732,82.77664608
Airbus A320,0.01834,0.02174,7.7945,114.5630314,343.303734,324.2747964,123.4489319,27.19139469
Airbus A320,0.01834,0.02174,7.7945,933.3756056,1839.468923,1104.124527,333.336977,73.42224163
Airbus A320,0.01834,0.02174,7.7945,478.0394136,1741.189129,880.08691,94.22119912,20.75356809
Airbus A320,0.01834,0.02174,7.7945,1025.543726,2492.824487,1172.952082,389.2049935,85.72797214
Airbus A320,0.01834,0.02174,7.7945,707.3225099,2294.018347,2031.94213,588.9547671,129.7257196
Airbus A320,0.01834,0.02174,7.7945,512.8177987,616.5248165,537.5673956,145.1204222,31.9648507
Airbus A320,0.01834,0.02174,7.7945,542.0868606,973.0180833,794.8885889,243.8431978,53.70995546
Airbus A320,0.01834,0.02174,7.7945,1951.059614,6990.993859,4408.008578,575.2087541,126.6979635
Airbus A320,0.01834,0.02174,7.7945,472.9576666,1822.273408,702.7370357,226.1671518,49.81655326
Airbus A320,0.01834,0.02174,7.7945,400.8191509,853.8444741,795.0252896,348.3478845,76.72860892
Airbus A320,0.01834,0.02174,7.7945,103.9372742,189.6813953,178.2445477,210.5089547,46.36761117
Airbus A320,0.01834,0.02174,7.7945,38.05765389,101.6456422,47.79317736,89.65999843,19.74889833
Airbus A320,0.01834,0.02174,7.7945,1518.487142,2138.571166,2004.76912,58.82271674,12.95654554
Airbus A320,0.01834,0.02174,7.7945,429.6323973,1436.432208,1035.154232,261.2917578,57.55325062
Airbus A320,0.01834,0.02174,7.7945,312.5645685,1428.590441,953.5228868,276.726599,60.95299537
Airbus A320,0.01834,0.02174,7.7945,375.1255607,1591.723193,1252.960069,154.1028893,33.94336769
Airbus A320,0.01834,0.02174,7.7945,607.9324417,1469.27286,1182.330811,231.279481,50.94261696
Airbus A320,0.01834,0.02174,7.7945,311.8716804,1416.771494,1337.377208,21.13902033,4.656171879
Airbus A320,0.01834,0.02174,7.7945,42.65062985,53.30825416,52.37702663,2.362728067,0.520424684
Airbus A320,0.01834,0.02174,7.7945,768.9186728,3454.799202,2502.721821,33.55699417,7.391408407
Airbus A320,0.01834,0.02174,7.7945,1004.56117,5015.812618,1270.631564,470.065227,103.5385963
Airbus A320,0.01834,0.02174,7.7945,1182.634745,4074.764604,1947.549714,224.0324762,49.3463604
Airbus A320,0.01834,0.02174,7.7945,821.3726205,1513.254025,1234.942132,85.37119563,18.80422811
Airbus A320,0.01834,0.02174,7.7945,556.1770807,1080.272049,662.4457306,95.77132371,21.09500522
Airbus A320,0.01834,0.02174,7.7945,1001.724622,1622.275083,1611.444734,46.8808638,10.32618145
Airbus A320,0.01834,0.02174,7.7945,665.6590759,1017.686325,1006.578129,192.4295888,42.38537198
Airbus A320,0.01834,0.02174,7.7945,428.939481,1842.095974,700.9961517,97.31149355,21.43424968
Airbus A320,0.01834,0.02174,7.7945,1364.964384,3905.120494,2358.60152,1461.3159,321.8757489
Airbus A320,0.01834,0.02174,7.7945,129.9707567,641.592618,502.588482,144.1987739,31.76184447
Airbus A320,0.01834,0.02174,7.7945,634.1018215,2056.452344,1190.98923,150.2197944,33.08806044
Airbus A320,0.01834,0.02174,7.7945,662.8021181,722.6017756,695.2396624,969.9657603,213.6488459
Airbus A320,0.01834,0.02174,7.7945,209.9019736,376.0986069,367.7806703,183.9929111,40.52707293
Airbus A320,0.01834,0.02174,7.7945,485.8867245,1632.311098,750.0029264,289.3777872,63.7396007
Airbus A320,0.01834,0.02174,7.7945,335.8521639,657.1438641,384.9340976,109.4794284,24.11441154
Airbus A320,0.01834,0.02174,7.7945,1068.91206,4811.667104,3387.134064,557.6517714,122.8307867
Airbus A320,0.01834,0.02174,7.7945,762.0503042,2134.409995,1554.463104,96.87795714,21.33875708
Airbus A320,0.01834,0.02174,7.7945,852.284417,3323.400605,1100.478356,275.6774006,60.72189441
Airbus A320,0.01834,0.02174,7.7945,50.03176369,140.2957508,75.75862971,243.34166,53.59948458
Airbus A320,0.01834,0.02174,7.7945,990.7084294,1227.40453,1011.745292,408.4175325,89.95980892
Airbus A320,0.01834,0.02174,7.7945,687.4643016,1427.821011,814.7328665,239.134164,52.67272335
Airbus A320,0.01834,0.02174,7.7945,253.5981384,1139.830709,309.9755585,379.5125292,83.59306811
Airbus A320,0.01834,0.02174,7.7945,1702.335927,2519.364468,2029.946134,677.8078619,149.2968859
Airbus A320,0.01834,0.02174,7.7945,512.3996094,1192.289888,549.6053252,44.8803492,9.885539471
Airbus A320,0.01834,0.02174,7.7945,501.5942852,2067.630352,1520.135172,123.2014666,27.13688692
Airbus A320,0.01834,0.02174,7.7945,134.876515,339.7174527,213.0272071,132.1151425,29.10025165
Airbus A320,0.01834,0.02174,7.7945,389.8174806,1160.132359,1097.321216,203.2073718,44.759333
Airbus A320,0.01834,0.02174,7.7945,459.7679014,1189.443894,732.0826406,107.183799,23.6087663
Airbus A320,0.01834,0.02174,7.7945,235.6123421,638.0039676,436.3807471,77.39801108,17.04802006
Airbus A320,0.01834,0.02174,7.7945,483.5210503,1684.027427,995.1266344,121.3861025,26.73702698
Airbus A320,0.01834,0.02174,7.7945,24.2216647,99.37200681,72.46715472,130.3686763,28.71556747
Airbus A320,0.01834,0.02174,7.7945,2943.047606,14467.70629,3005.502198,1048.28083,230.8988612
Airbus A320,0.01834,0.02174,7.7945,714.7245762,1100.868029,1093.87428,74.26035558,16.35690652
Airbus A320,0.01834,0.02174,7.7945,751.1645401,3129.021306,849.1518106,92.44744513,20.36287338
Airbus A320,0.01834,0.02174,7.7945,406.1587114,1071.332629,550.3930579,130.1531496,28.66809463
Airbus A320,0.01834,0.02174,7.7945,396.5568881,1239.899091,893.2495228,244.8407778,53.92968674
Airbus A320,0.01834,0.02174,7.7945,1911.673479,6723.641918,3297.051399,654.4098636,144.1431418
Airbus A320,0.01834,0.02174,7.7945,578.4567629,2034.677022,1439.277351,28.65670677,6.312049949
Airbus A320,0.01834,0.02174,7.7945,384.9408602,1011.376288,841.0837394,96.35340498,21.22321696
Airbus A320,0.01834,0.02174,7.7945,117.1545314,556.3875628,540.5860918,330.7662554,72.85600339
Airbus A320,0.01834,0.02174,7.7945,907.7824369,1127.693117,951.6053216,207.6899287,45.74668033
Airbus A320,0.01834,0.02174,7.7945,494.9978783,1355.766619,640.8873213,10.92535579,2.406466033
Airbus A320,0.01834,0.02174,7.7945,321.1313244,548.2625978,465.0907447,171.1398053,37.69599236
Airbus A320,0.01834,0.02174,7.7945,125.1865089,492.8206592,366.5219439,50.65538628,11.15757407
Airbus A320,0.01834,0.02174,7.7945,907.996204,1337.493535,947.0898152,116.435856,25.64666432
Airbus A320,0.01834,0.02174,7.7945,159.3210502,310.7126134,225.8965846,375.7150386,82.75661643
Airbus A320,0.01834,0.02174,7.7945,262.3862451,885.6087063,803.4243976,195.2483744,43.00624987
Airbus A320,0.01834,0.02174,7.7945,21.98754633,65.24339113,29.80426312,201.4641704,44.37536793
Airbus A320,0.01834,0.02174,7.7945,186.5659216,246.1715481,195.9507084,185.2262457,40.79873253
Airbus A320,0.01834,0.02174,7.7945,489.6355991,1696.30046,905.4149211,131.6820317,29.0048528
Airbus A320,0.01834,0.02174,7.7945,892.91122,3279.529696,1711.154499,492.085615,108.388902
Airbus A320,0.01834,0.02174,7.7945,1029.641842,3525.629715,1235.325923,295.0319687,64.98501513
Airbus A320,0.01834,0.02174,7.7945,405.8390291,1655.450032,724.8422988,205.0009666,45.15439793
Airbus A320,0.01834,0.02174,7.7945,120.9902515,592.2660038,132.6428414,231.4774713,50.98622716
Airbus A320,0.01834,0.02174,7.7945,304.7861063,466.5698358,441.0358542,40.82590365,8.992489791
Airbus A320,0.01834,0.02174,7.7945,908.8972961,3435.882109,2667.008422,320.255326,70.5408207
Airbus A320,0.01834,0.02174,7.7945,167.9720936,687.2904973,552.5472195,417.5668755,91.97508271
Airbus A320,0.01834,0.02174,7.7945,1580.935197,3918.219603,1668.230856,522.4656441,115.0805383
Airbus A320,0.01834,0.02174,7.7945,484.9225186,2277.091655,955.3435995,390.9423419,86.110648
Airbus A320,0.01834,0.02174,7.7945,3909.511095,9088.294764,6760.535037,1203.503429,265.088861
Airbus A320,0.01834,0.02174,7.7945,94.41989644,130.235242,110.8753788,8.56257061,1.886028769
Airbus A320,0.01834,0.02174,7.7945,604.6520855,1697.039538,1462.22672,23.0697088,5.081433656
Airbus A320,0.01834,0.02174,7.7945,3389.876111,11699.92857,5399.339472,160.9865944,35.45960229
Airbus A320,0.01834,0.02174,7.7945,114.1387873,464.2440039,369.1394684,165.0293357,36.35007394
Airbus A320,0.01834,0.02174,7.7945,689.1934505,911.7982668,835.1067129,53.06603193,11.68855329
Airbus A320,0.01834,0.02174,7.7945,507.0172408,611.9094626,582.8320066,22.10534499,4.86901872
Airbus A320,0.01834,0.02174,7.7945,728.2461888,3346.320871,1655.99087,655.903577,144.4721535
Airbus A320,0.01834,0.02174,7.7945,875.4210431,4219.632996,969.7840654,112.0196575,24.67393337
Airbus A320,0.01834,0.02174,7.7945,1142.894078,5390.801749,1870.470668,47.46709393,10.45530703
Airbus A320,0.01834,0.02174,7.7945,128.7539153,191.6953417,173.3856922,205.6671856,45.3011422
Airbus A320,0.01834,0.02174,7.7945,562.2982473,2054.310941,1474.744235,33.88298405,7.463212346
Airbus A320,0.01834,0.02174,7.7945,281.4581494,628.9064136,395.0740968,179.265716,39.48584053
Airbus A320,0.01834,0.02174,7.7945,258.8454638,321.5778436,276.707119,183.9478577,40.51714927
Airbus A320,0.01834,0.02174,7.7945,836.87737,1489.274647,923.2664449,103.2124531,22.73402051
Airbus A320,0.01834,0.02174,7.7945,35.41407225,92.98475939,57.70360363,72.27867941,15.92041397
Airbus A320,0.01834,0.02174,7.7945,485.9769378,1870.832669,1798.270219,102.2963844,22.53224326
Airbus A320,0.01834,0.02174,7.7945,89.8407887,206.988033,175.0477931,257.2383271,56.66042447
Airbus A320,0.01834,0.02174,7.7945,143.6432819,647.044247,264.7798563,105.8261503,23.30972474
Airbus A320,0.01834,0.02174,7.7945,494.5887856,1951.611627,827.0005359,686.3621425,151.1810887
Airbus A320,0.01834,0.02174,7.7945,499.7817856,1902.7051,1450.724091,226.7407847,49.94290412
Airbus A320,0.01834,0.02174,7.7945,502.3872706,1099.377111,977.804551,169.7263159,37.38465108
Airbus A320,0.01834,0.02174,7.7945,3190.71231,8157.565196,4215.05175,287.8043529,63.39302927
Airbus A320,0.01834,0.02174,7.7945,469.467482,1080.451708,683.203326,132.6407719,29.21602905
Airbus A320,0.01834,0.02174,7.7945,454.2752832,463.6388331,454.5448849,14.03140352,3.090617515
Airbus A320,0.01834,0.02174,7.7945,621.416454,1220.442574,877.2908343,199.139508,43.86332775
Airbus A320,0.01834,0.02174,7.7945,419.3792848,1589.611965,473.6830162,79.68290711,17.55130113
Airbus A320,0.01834,0.02174,7.7945,301.0849929,403.1673631,356.6482978,57.85688816,12.74380796
Airbus A320,0.01834,0.02174,7.7945,1474.949406,6239.234511,1665.798214,242.789048,53.47776388
Airbus A320,0.01834,0.02174,7.7945,130.5809186,530.5888461,270.3853524,143.3379378,31.572233
Airbus A320,0.01834,0.02174,7.7945,1313.727735,4312.369815,1630.40109,171.9057652,37.86470599
Airbus A320,0.01834,0.02174,7.7945,2511.242019,7035.487899,5316.661177,485.3011603,106.8945287
Airbus A320,0.01834,0.02174,7.7945,1310.767923,5830.53186,4225.359862,479.5954865,105.6377724
Airbus A320,0.01834,0.02174,7.7945,1010.778972,2465.352037,2222.455507,1105.832262,243.5753881
Airbus A320,0.01834,0.02174,7.7945,1953.506542,6365.312861,4779.867239,890.3201384,196.1057574
Airbus A320,0.01834,0.02174,7.7945,133.2720281,540.5121504,283.5478055,512.6644105,112.9216763
Airbus A320,0.01834,0.02174,7.7945,122.7745208,250.0815056,195.6182993,334.2745134,73.62874744
Airbus A320,0.01834,0.02174,7.7945,404.8546324,809.6729728,740.7476962,258.0348551,56.83587117
Airbus A320,0.01834,0.02174,7.7945,649.9785901,676.1490309,665.7256441,151.3557848,33.33827859
Airbus A320,0.01834,0.02174,7.7945,132.3822065,655.4641113,215.9035693,143.6592921,31.64301588
Airbus A320,0.01834,0.02174,7.7945,434.684057,1853.88717,1346.904582,2.797809637,0.616257629
Airbus A320,0.01834,0.02174,7.7945,850.3913925,1635.881898,1535.349461,901.0079208,198.4598944
Airbus A320,0.01834,0.02174,7.7945,1282.350994,3972.282125,3596.211836,515.5739491,113.5625439
Airbus A320,0.01834,0.02174,7.7945,232.3902855,253.9835299,243.0969067,245.9482155,54.17361575
Airbus A320,0.01834,0.02174,7.7945,279.3566309,713.7122221,317.9190875,195.1924159,42.99392421
Airbus A320,0.01834,0.02174,7.7945,3.411046354,8.670148906,7.343746585,199.489992,43.94052687
